time_hrs,z1_m,z2_m,Ri_b,K_h_raw,K_h_eff,K_m_raw,K_m_eff,gated_active,STENCIL_DEGRADED
1.3333333333333333,2.5,10.0,0.1701831583563268,0.003784121234367161,0.003784121234367161,0.003784121234367161,0.003784121234367161,False,True
1.4,2.5,10.0,0.17662602872765198,0.0031509869618408953,0.0031509869618408953,0.0031509869618408953,0.0031509869618408953,False,True
1.4666666666666666,2.5,10.0,0.1807058581076035,0.0027889472851759713,0.0027889472851759713,0.0027889472851759713,0.0027889472851759713,False,True
1.5333333333333334,2.5,10.0,0.1820686501304505,0.0026803268240714827,0.0026803268240714827,0.0026803268240714827,0.0026803268240714827,False,True
1.6,2.5,10.0,0.18065245974845393,0.002814651813356193,0.002814651813356193,0.002814651813356193,0.002814651813356193,False,True
1.6666666666666667,2.5,10.0,0.17669857532805,0.00319154370055154,0.00319154370055154,0.00319154370055154,0.00319154370055154,False,True
1.7333333333333334,2.5,10.0,0.17069393664821342,0.0038149841327510354,0.0038149841327510354,0.0038149841327510354,0.0038149841327510354,False,True
1.8,2.5,10.0,0.16326801905540206,0.00468254715326155,0.00468254715326155,0.00468254715326155,0.00468254715326155,False,True
1.8666666666666667,2.5,10.0,0.15508063828458915,0.005775359904230009,0.005775359904230009,0.005775359904230009,0.005775359904230009,False,True
1.9333333333333333,2.5,10.0,0.1467320526794178,0.007053096970711189,0.007053096970711189,0.007053096970711189,0.007053096970711189,False,True
2.0,2.5,10.0,0.1387105576503279,0.008455058758656679,0.008455058758656679,0.008455058758656679,0.008455058758656679,False,True
2.066666666666667,2.5,10.0,0.13137655576482535,0.009905743596902359,0.009905743596902359,0.009905743596902359,0.009905743596902359,False,True
2.1333333333333333,2.5,10.0,0.1249726796166832,0.01132239298731849,0.01132239298731849,0.01132239298731849,0.01132239298731849,False,True
2.2,2.5,10.0,0.1196475570939993,0.012622428301262967,0.012622428301262967,0.012622428301262967,0.012622428301262967,False,True
2.2666666666666666,2.5,10.0,0.11548334228966452,0.01372964323374835,0.01372964323374835,0.01372964323374835,0.01372964323374835,False,True
2.3333333333333335,2.5,10.0,0.11252100927142901,0.014578835689414146,0.014578835689414146,0.014578835689414146,0.014578835689414146,False,True
2.4,2.5,10.0,0.11078069866563468,0.015119033993676772,0.015119033993676772,0.015119033993676772,0.015119033993676772,False,True
2.466666666666667,2.5,10.0,0.1102764831338649,0.015315639134326929,0.015315639134326929,0.015315639134326929,0.015315639134326929,False,True
2.533333333333333,2.5,10.0,0.11102587828701474,0.01515179146161395,0.01515179146161395,0.01515179146161395,0.01515179146161395,False,True
2.6,2.5,10.0,0.11305461286493579,0.014629179197751533,0.014629179197751533,0.014629179197751533,0.014629179197751533,False,True
2.6666666666666665,2.5,10.0,0.11639691127650433,0.013768390278404074,0.013768390278404074,0.013768390278404074,0.013768390278404074,False,True
2.7333333333333334,2.5,10.0,0.12109107057724194,0.012608781518611974,0.012608781518611974,0.012608781518611974,0.012608781518611974,False,True
2.8,2.5,10.0,0.12716961334336677,0.011207692352439711,0.011207692352439711,0.011207692352439711,0.011207692352439711,False,True
2.8666666666666667,2.5,10.0,0.13464296234916723,0.0096386579311553,0.0096386579311553,0.0096386579311553,0.0096386579311553,False,True
2.933333333333333,2.5,10.0,0.14347569869239415,0.007988098506732835,0.007988098506732835,0.007988098506732835,0.007988098506732835,False,True
3.0,2.5,10.0,0.1535554561717348,0.00634985815670932,0.00634985815670932,0.00634985815670932,0.00634985815670932,False,True
3.066666666666667,2.5,10.0,0.1646568740761733,0.004817102171150572,0.004817102171150572,0.004817102171150572,0.004817102171150572,False,True
3.1333333333333333,2.5,10.0,0.1764070733953431,0.003471695154268108,0.003471695154268108,0.003471695154268108,0.003471695154268108,False,True
3.2,2.5,10.0,0.18826431576527738,0.0023724450370288253,0.0023724450370288253,0.0023724450370288253,0.0023724450370288253,False,True
3.2666666666666666,2.5,10.0,0.19952573116294212,0.0015453256875765172,0.0015453256875765172,0.0015453256875765172,0.0015453256875765172,False,True
3.3333333333333335,2.5,10.0,0.2093793194556754,0.0009800999218108068,0.0009800999218108068,0.0009800999218108068,0.0009800999218108068,False,True
3.4,2.5,10.0,0.21700565896965876,0.000637149685979039,0.000637149685979039,0.000637149685979039,0.000637149685979039,False,True
3.466666666666667,2.5,10.0,0.22171539996602063,0.00046467290252548974,0.00046467290252548974,0.00046467290252548974,0.00046467290252548974,False,True
3.533333333333333,2.5,10.0,0.22308688081819814,0.0004207027324872606,0.0004207027324872606,0.0004207027324872606,0.0004207027324872606,False,True
3.6,2.5,10.0,0.22105776153252432,0.0004902603721421706,0.0004902603721421706,0.0004902603721421706,0.0004902603721421706,False,True
3.6666666666666665,2.5,10.0,0.21593627713864344,0.0006892236727504621,0.0006892236727504621,0.0006892236727504621,0.0006892236727504621,False,True
3.7333333333333334,2.5,10.0,0.20832856436528668,0.0010533116222104634,0.0010533116222104634,0.0010533116222104634,0.0010533116222104634,False,True
3.8,2.5,10.0,0.19901112715573713,0.0016183574491232772,0.0016183574491232772,0.0016183574491232772,0.0016183574491232772,False,True
3.8666666666666667,2.5,10.0,0.18879327764372972,0.0024014175604303847,0.0024014175604303847,0.0024014175604303847,0.0024014175604303847,False,True
3.933333333333333,2.5,10.0,0.17840774804893458,0.0033898525875177042,0.0033898525875177042,0.0033898525875177042,0.0033898525875177042,False,True
4.0,2.5,10.0,1.4569306930693071,0.0,0.015,0.0,0.1,True,True
4.066666666666666,2.5,10.0,1.4172030989331796,0.0,0.015,0.0,0.1,True,True
4.133333333333334,2.5,10.0,1.3818745448301246,0.0,0.015,0.0,0.1,True,True
4.2,2.5,10.0,1.352714407649188,0.0,0.015,0.0,0.1,True,True
4.266666666666667,2.5,10.0,1.331069594496865,0.0,0.015,0.0,0.1,True,True
4.333333333333333,2.5,10.0,1.317952896781038,0.0,0.015,0.0,0.1,True,True
4.4,2.5,10.0,1.3141324646995098,0.0,0.015,0.0,0.1,True,True
4.466666666666667,2.5,10.0,1.320207463935609,0.0,0.015,0.0,0.1,True,True
4.533333333333333,2.5,10.0,1.336661122244558,0.0,0.015,0.0,0.1,True,True
4.6,2.5,10.0,1.363886057345049,0.0,0.015,0.0,0.1,True,True
4.666666666666667,2.5,10.0,1.4021784603782668,0.0,0.015,0.0,0.1,True,True
4.733333333333333,2.5,10.0,1.451698313276415,0.0,0.015,0.0,0.1,True,True
4.8,2.5,10.0,1.5123934944602464,0.0,0.015,0.0,0.1,True,True
4.866666666666666,2.5,10.0,1.5838876943260447,0.0,0.015,0.0,0.1,True,True
4.933333333333334,2.5,10.0,1.6653369360283752,0.0,0.015,0.0,0.1,True,True
5.0,2.5,10.0,1.755268389662029,0.0,0.015,0.0,0.1,True,True
5.066666666666666,2.5,10.0,1.8514283436976724,0.0,0.015,0.0,0.1,True,True
5.133333333333334,2.5,10.0,1.950681741564085,0.0,0.015,0.0,0.1,True,True
5.2,2.5,10.0,2.049018204207622,0.0,0.015,0.0,0.1,True,True
5.266666666666667,2.5,10.0,2.1417198727384634,0.0,0.015,0.0,0.1,True,True
5.333333333333333,2.5,10.0,2.223724680878477,0.0,0.015,0.0,0.1,True,True
5.4,2.5,10.0,2.290170311832516,0.0,0.015,0.0,0.1,True,True
5.466666666666667,2.5,10.0,2.337038160237153,0.0,0.015,0.0,0.1,True,True
5.533333333333333,2.5,10.0,2.3617585469587814,0.0,0.015,0.0,0.1,True,True
5.6,2.5,10.0,2.36362074717738,0.0,0.015,0.0,0.1,True,True
5.666666666666667,2.5,10.0,2.3438734702457467,0.0,0.015,0.0,0.1,True,True
5.733333333333333,2.5,10.0,2.30549210897051,0.0,0.015,0.0,0.1,True,True
5.8,2.5,10.0,2.2526887734203163,0.0,0.015,0.0,0.1,True,True
5.866666666666666,2.5,10.0,2.1903053920689106,0.0,0.015,0.0,0.1,True,True
5.933333333333334,2.5,10.0,2.1232367010413054,0.0,0.015,0.0,0.1,True,True
6.0,2.5,10.0,2.0559880239520965,0.0,0.015,0.0,0.1,True,True
6.066666666666666,2.5,10.0,1.9924110160483637,0.0,0.015,0.0,0.1,True,True
6.133333333333334,2.5,10.0,1.9356068642929756,0.0,0.015,0.0,0.1,True,True
6.2,2.5,10.0,1.8879551341153737,0.0,0.015,0.0,0.1,True,True
6.266666666666667,2.5,10.0,1.851217673209302,0.0,0.015,0.0,0.1,True,True
6.333333333333333,2.5,10.0,1.8266730563896425,0.0,0.015,0.0,0.1,True,True
6.4,2.5,10.0,1.815249217494872,0.0,0.015,0.0,0.1,True,True
6.466666666666667,2.5,10.0,1.8176339530331234,0.0,0.015,0.0,0.1,True,True
6.533333333333333,2.5,10.0,1.8343519229138459,0.0,0.015,0.0,0.1,True,True
6.6,2.5,10.0,1.865802051980549,0.0,0.015,0.0,0.1,True,True
6.666666666666667,2.5,10.0,1.912251620041829,0.0,0.015,0.0,0.1,True,True
6.733333333333333,2.5,10.0,1.97378417341535,0.0,0.015,0.0,0.1,True,True
6.8,2.5,10.0,2.0501993094706945,0.0,0.015,0.0,0.1,True,True
6.866666666666666,2.5,10.0,2.140865160003069,0.0,0.015,0.0,0.1,True,True
6.933333333333334,2.5,10.0,2.244530887078475,0.0,0.015,0.0,0.1,True,True
7.0,2.5,10.0,2.3591182364729453,0.0,0.015,0.0,0.1,True,True
7.066666666666666,2.5,10.0,2.481528392675994,0.0,0.015,0.0,0.1,True,True
7.133333333333334,2.5,10.0,2.6075203611503364,0.0,0.015,0.0,0.1,True,True
7.2,2.5,10.0,2.7317326272805627,0.0,0.015,0.0,0.1,True,True
7.266666666666667,2.5,10.0,2.8479189975825077,0.0,0.015,0.0,0.1,True,True
7.333333333333333,2.5,10.0,2.949439442073458,0.0,0.015,0.0,0.1,True,True
7.4,2.5,10.0,3.0299822037645616,0.0,0.015,0.0,0.1,True,True
7.466666666666667,2.5,10.0,3.0844071535197153,0.0,0.015,0.0,0.1,True,True
7.533333333333333,2.5,10.0,3.1095262497325558,0.0,0.015,0.0,0.1,True,True
7.6,2.5,10.0,3.1046173046340395,0.0,0.015,0.0,0.1,True,True
7.666666666666667,2.5,10.0,3.0715260847527155,0.0,0.015,0.0,0.1,True,True
7.733333333333333,2.5,10.0,3.0143326812112754,0.0,0.015,0.0,0.1,True,True
7.8,2.5,10.0,2.9386881574593584,0.0,0.015,0.0,0.1,True,True
7.866666666666666,2.5,10.0,2.851008855288516,0.0,0.015,0.0,0.1,True,True
7.933333333333334,2.5,10.0,2.7577206983519402,0.0,0.015,0.0,0.1,True,True
8.0,2.5,10.0,2.664688128772636,0.0,0.015,0.0,0.1,True,True
8.066666666666666,2.5,10.0,2.5768802977219587,0.0,0.015,0.0,0.1,True,True
8.133333333333333,2.5,10.0,2.498257165011437,0.0,0.015,0.0,0.1,True,True
8.2,2.5,10.0,2.431818345099745,0.0,0.015,0.0,0.1,True,True
8.266666666666667,2.5,10.0,2.3797473511490117,0.0,0.015,0.0,0.1,True,True
8.333333333333334,2.5,10.0,2.343592869343177,0.0,0.015,0.0,0.1,True,True
8.4,2.5,10.0,2.324445240790763,0.0,0.015,0.0,0.1,True,True
8.466666666666667,2.5,10.0,2.3230823718029527,0.0,0.015,0.0,0.1,True,True
8.533333333333333,2.5,10.0,2.340071073640978,0.0,0.015,0.0,0.1,True,True
8.6,2.5,10.0,2.375816731483098,0.0,0.015,0.0,0.1,True,True
8.666666666666666,2.5,10.0,2.430557298758468,0.0,0.015,0.0,0.1,True,True
8.733333333333333,2.5,10.0,2.504298703434101,0.0,0.015,0.0,0.1,True,True
8.8,2.5,10.0,2.596689917618169,0.0,0.015,0.0,0.1,True,True
8.866666666666667,2.5,10.0,2.7068394349251124,0.0,0.015,0.0,0.1,True,True
8.933333333333334,2.5,10.0,2.8330830277241046,0.0,0.015,0.0,0.1,True,True
9.0,2.5,10.0,2.9727272727272713,0.0,0.015,0.0,0.1,True,True
9.066666666666666,2.5,10.0,3.1218146205412083,0.0,0.015,0.0,0.1,True,True
9.133333333333333,2.5,10.0,3.2749802762965317,0.0,0.015,0.0,0.1,True,True
9.2,2.5,10.0,3.4254897421945514,0.0,0.015,0.0,0.1,True,True
9.266666666666667,2.5,10.0,3.5655437520586517,0.0,0.015,0.0,0.1,True,True
9.333333333333334,2.5,10.0,3.686898744245298,0.0,0.015,0.0,0.1,True,True
9.4,2.5,10.0,3.781770006533225,0.0,0.015,0.0,0.1,True,True
9.466666666666667,2.5,10.0,3.843877655261852,0.0,0.015,0.0,0.1,True,True
9.533333333333333,2.5,10.0,3.869405185376198,0.0,0.015,0.0,0.1,True,True
9.6,2.5,10.0,3.857618666585743,0.0,0.015,0.0,0.1,True,True
9.666666666666666,2.5,10.0,3.8109705039512236,0.0,0.015,0.0,0.1,True,True
9.733333333333333,2.5,10.0,3.734663307304386,0.0,0.015,0.0,0.1,True,True
9.8,2.5,10.0,3.635810352751564,0.0,0.015,0.0,0.1,True,True
9.866666666666667,2.5,10.0,3.522427876770907,0.0,0.015,0.0,0.1,True,True
9.933333333333334,2.5,10.0,3.4024977982281133,0.0,0.015,0.0,0.1,True,True
10.0,2.5,10.0,0.18805912924938234,0.00288108449537993,0.00288108449537993,0.00288108449537993,0.00288108449537993,False,True
10.066666666666666,2.5,10.0,0.18753178338936563,0.0029245293098905797,0.0029245293098905797,0.0029245293098905797,0.0029245293098905797,False,True
10.133333333333333,2.5,10.0,0.18846684335004657,0.002820934155449674,0.002820934155449674,0.002820934155449674,0.002820934155449674,False,True
10.2,2.5,10.0,0.19081307147599486,0.0025849164085235726,0.0025849164085235726,0.0025849164085235726,0.0025849164085235726,False,True
10.266666666666667,2.5,10.0,0.1944984773687008,0.0022436108142500563,0.0022436108142500563,0.0022436108142500563,0.0022436108142500563,False,True
10.333333333333334,2.5,10.0,0.1994201541302105,0.0018338043553261204,0.0018338043553261204,0.0018338043553261204,0.0018338043553261204,False,True
10.4,2.5,10.0,0.20543094255803074,0.001397953907548705,0.001397953907548705,0.001397953907548705,0.001397953907548705,False,True
10.466666666666667,2.5,10.0,0.2123244708528191,0.000979137018650911,0.000979137018650911,0.000979137018650911,0.000979137018650911,False,True
10.533333333333333,2.5,10.0,0.21982127119368172,0.000615243559786387,0.000615243559786387,0.000615243559786387,0.000615243559786387,False,True
10.6,2.5,10.0,0.22756006730531972,0.0003331345139625885,0.0003331345139625885,0.0003331345139625885,0.0003331345139625885,False,True
10.666666666666666,2.5,10.0,0.23509948638200814,0.00014399081183639066,0.00014399081183639066,0.00014399081183639066,0.00014399081183639066,False,True
10.733333333333333,2.5,10.0,0.24193555028467106,4.142669478968847e-05,4.142669478968847e-05,4.142669478968847e-05,4.142669478968847e-05,False,True
10.8,2.5,10.0,0.24753837080002344,3.8020334239021134e-06,3.8020334239021134e-06,3.8020334239021134e-06,3.8020334239021134e-06,False,True
10.866666666666667,2.5,10.0,0.2514069510252414,0.0,0.015,0.0,0.1,True,True
10.933333333333334,2.5,10.0,0.2531345176724172,0.0,0.015,0.0,0.1,True,True
11.0,2.5,10.0,0.2524706609017902,0.0,0.015,0.0,0.1,True,True
11.066666666666666,2.5,10.0,0.24936402821284623,2.491036638139498e-07,2.491036638139498e-07,2.491036638139498e-07,2.491036638139498e-07,False,True
11.133333333333333,2.5,10.0,0.24397281920778424,2.2533652544921905e-05,2.2533652544921905e-05,2.2533652544921905e-05,2.2533652544921905e-05,False,True
11.2,2.5,10.0,0.2366393739542568,0.00011200161314925782,0.00011200161314925782,0.00011200161314925782,0.00011200161314925782,False,True
11.266666666666667,2.5,10.0,0.227836008574323,0.0003129152687192552,0.0003129152687192552,0.0003129152687192552,0.0003129152687192552,False,True
11.333333333333334,2.5,10.0,0.2180970148544728,0.00066007752576747,0.00066007752576747,0.00066007752576747,0.00066007752576747,False,True
11.4,2.5,10.0,0.207953349733682,0.0011696053189767636,0.0011696053189767636,0.0011696053189767636,0.0011696053189767636,False,True
11.466666666666667,2.5,10.0,0.19788239330629495,0.0018349072634312887,0.0018349072634312887,0.0018349072634312887,0.0018349072634312887,False,True
11.533333333333333,2.5,10.0,0.18827822391654347,0.0026278560922060267,0.0026278560922060267,0.0026278560922060267,0.0026278560922060267,False,True
11.6,2.5,10.0,0.17944146883277723,0.0035036846943156657,0.0035036846943156657,0.0035036846943156657,0.0035036846943156657,False,True
11.666666666666666,2.5,10.0,0.1715838889549649,0.004407665182719072,0.004407665182719072,0.004407665182719072,0.004407665182719072,False,True
11.733333333333333,2.5,10.0,0.16484167866788066,0.005281921141725912,0.005281921141725912,0.005281921141725912,0.005281921141725912,False,True
11.8,2.5,10.0,0.1592921731353281,0.006071338150952805,0.006071338150952805,0.006071338150952805,0.006071338150952805,False,True
11.866666666666667,2.5,10.0,0.15497018615786262,0.006728129102709242,0.006728129102709242,0.006728129102709242,0.006728129102709242,False,True
11.933333333333334,2.5,10.0,0.1518817572489916,0.0072150157978225,0.0072150157978225,0.0072150157978225,0.0072150157978225,False,True
